episode_id,well_id,status,start_date,end_date,reason_code,is_rigless,workover_id,deferred_bbl,_ingested_at,_source_system,_source_file,_batch_id
EP-GK-003-007,GK-003,UNDER_WORKOVER,2025-03-13,2025-03-13,SURFACE,True,WO-GK-003-007,148.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-003-008,GK-003,PRODUCING,2025-03-14,2025-11-27,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-003-009,GK-003,WAITING_ON_RIG,2025-11-28,2026-04-29,TUBING_LEAK,False,,11457.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-003-010,GK-003,UNDER_WORKOVER,2026-04-30,2026-06-18,TUBING_LEAK,False,WO-GK-003-010,3794.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-003-011,GK-003,PRODUCING,2026-06-19,,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-001,GK-004,PRODUCING,2023-10-01,2024-02-19,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-002,GK-004,WAITING_ON_RIG,2024-02-20,2024-03-11,ROD_PART,False,,2833.5,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-003,GK-004,UNDER_WORKOVER,2024-03-12,2024-03-17,ROD_PART,False,WO-GK-004-003,901.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-004,GK-004,PRODUCING,2024-03-18,2024-08-01,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-005,GK-004,WAITING_ON_RIG,2024-08-02,2024-08-06,ROD_PART,False,,772.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-006,GK-004,UNDER_WORKOVER,2024-08-07,2024-08-07,ROD_PART,False,WO-GK-004-006,257.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-007,GK-004,PRODUCING,2024-08-08,2024-11-29,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-008,GK-004,WAITING_ON_RIG,2024-11-30,2024-12-20,PUMP_WEAR,False,,2833.5,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-009,GK-004,UNDER_WORKOVER,2024-12-21,2024-12-27,PUMP_WEAR,False,WO-GK-004-009,1030.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-010,GK-004,PRODUCING,2024-12-28,2025-01-22,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-011,GK-004,WAITING_ON_RIG,2025-01-23,2025-01-30,ROD_PART,False,,1159.1,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-012,GK-004,UNDER_WORKOVER,2025-01-31,2025-02-01,ROD_PART,False,WO-GK-004-012,386.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-013,GK-004,PRODUCING,2025-02-02,2025-05-20,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-014,GK-004,UNDER_WORKOVER,2025-05-21,2025-05-21,SURFACE,True,WO-GK-004-014,257.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-015,GK-004,PRODUCING,2025-05-22,2025-09-04,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-016,GK-004,WAITING_ON_RIG,2025-09-05,2025-09-09,WAX,False,,772.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-017,GK-004,UNDER_WORKOVER,2025-09-10,2025-09-10,WAX,False,WO-GK-004-017,257.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-018,GK-004,PRODUCING,2025-09-11,2026-02-12,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-019,GK-004,WAITING_ON_RIG,2026-02-13,2026-02-17,TUBING_LEAK,False,,772.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-020,GK-004,UNDER_WORKOVER,2026-02-18,2026-02-18,TUBING_LEAK,False,WO-GK-004-020,257.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-021,GK-004,PRODUCING,2026-02-19,2026-06-14,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-022,GK-004,UNDER_WORKOVER,2026-06-15,2026-06-15,WAX,True,WO-GK-004-022,257.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-004-023,GK-004,PRODUCING,2026-06-16,,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-001,GK-005,WAITING_ON_RIG,2023-10-01,2023-10-02,TUBING_LEAK,False,,705.9,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-002,GK-005,UNDER_WORKOVER,2023-10-03,2023-10-04,TUBING_LEAK,False,WO-GK-005-002,264.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-003,GK-005,PRODUCING,2023-10-05,2024-03-09,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-004,GK-005,UNDER_WORKOVER,2024-03-10,2024-03-11,WAX,True,WO-GK-005-004,264.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-005,GK-005,PRODUCING,2024-03-12,2024-09-09,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-006,GK-005,WAITING_ON_RIG,2024-09-10,2024-09-24,TUBING_LEAK,False,,1411.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-007,GK-005,UNDER_WORKOVER,2024-09-25,2024-09-29,TUBING_LEAK,False,WO-GK-005-007,529.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-008,GK-005,PRODUCING,2024-09-30,2025-03-08,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-009,GK-005,WAITING_ON_RIG,2025-03-09,2025-03-14,PUMP_WEAR,False,,617.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-010,GK-005,UNDER_WORKOVER,2025-03-15,2025-03-15,PUMP_WEAR,False,WO-GK-005-010,176.5,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-011,GK-005,PRODUCING,2025-03-16,2025-08-14,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-012,GK-005,WAITING_ON_RIG,2025-08-15,2025-10-29,TUBING_LEAK,False,,6794.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-013,GK-005,UNDER_WORKOVER,2025-10-30,2025-11-23,TUBING_LEAK,False,WO-GK-005-013,2294.2,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-014,GK-005,PRODUCING,2025-11-24,2026-02-13,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-015,GK-005,WAITING_ON_RIG,2026-02-14,2026-02-28,TUBING_LEAK,False,,1411.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-016,GK-005,UNDER_WORKOVER,2026-03-01,2026-03-05,TUBING_LEAK,False,WO-GK-005-016,529.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-017,GK-005,PRODUCING,2026-03-06,2026-07-22,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-018,GK-005,WAITING_ON_RIG,2026-07-23,2026-07-29,SUDDEN_MECH,False,,705.9,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-019,GK-005,UNDER_WORKOVER,2026-07-30,2026-07-30,SUDDEN_MECH,False,WO-GK-005-019,176.5,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-005-020,GK-005,PRODUCING,2026-07-31,,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-006-001,GK-006,PRODUCING,2023-10-01,2024-05-08,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-006-002,GK-006,UNDER_WORKOVER,2024-05-09,2024-05-09,SURFACE,True,WO-GK-006-002,64.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-006-003,GK-006,PRODUCING,2024-05-10,2024-11-10,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-006-004,GK-006,WAITING_ON_RIG,2024-11-11,2024-12-30,TUBING_LEAK,False,,1648.7,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-006-005,GK-006,UNDER_WORKOVER,2024-12-31,2025-01-15,TUBING_LEAK,False,WO-GK-006-005,549.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-006-006,GK-006,PRODUCING,2025-01-16,2025-12-03,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-006-007,GK-006,UNDER_WORKOVER,2025-12-04,2025-12-05,WAX,True,WO-GK-006-007,97.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-006-008,GK-006,PRODUCING,2025-12-06,2026-08-05,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-006-009,GK-006,WAITING_ON_RIG,2026-08-06,,SAND,False,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-007-001,GK-007,PRODUCING,2023-10-01,2023-12-15,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-007-002,GK-007,WAITING_ON_RIG,2023-12-16,2024-01-18,TUBING_LEAK,False,,3130.9,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-007-003,GK-007,UNDER_WORKOVER,2024-01-19,2024-01-29,TUBING_LEAK,False,WO-GK-007-003,1073.5,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-007-004,GK-007,PRODUCING,2024-01-30,2024-08-16,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-007-005,GK-007,WAITING_ON_RIG,2024-08-17,2024-08-26,TUBING_LEAK,False,,984.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-007-006,GK-007,UNDER_WORKOVER,2024-08-27,2024-08-29,TUBING_LEAK,False,WO-GK-007-006,357.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-007-007,GK-007,PRODUCING,2024-08-30,2024-11-29,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-007-008,GK-007,WAITING_ON_RIG,2024-11-30,2024-12-06,PUMP_WEAR,False,,715.6,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-007-009,GK-007,UNDER_WORKOVER,2024-12-07,2024-12-08,PUMP_WEAR,False,WO-GK-007-009,268.4,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-007-010,GK-007,PRODUCING,2024-12-09,2025-04-27,,,,0.0,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
EP-GK-007-011,GK-007,WAITING_ON_RIG,2025-04-28,2025-05-11,WAX,False,,1341.8,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_status_history.parquet,BATCH-GELEKI-20260923-V1
