run_date,well_id,trigger_a,trigger_a_days,trigger_a_residual_pct,trigger_b,trigger_b_days_since,trigger_b_p50_days,trigger_c,trigger_d,mechanism,mechanism_confidence,chan_class,chan_wor_slope,fillage_gap_blpd,offset_verdict,rejected_mechanisms,ettf_days,ettf_ci_low,ettf_ci_high,hazard,recommended_job_code,requires_rig,est_duration_days,p_success,p_success_n,deferred_bbl_avoided,net_value,priority,rank_overall,rank_within_queue,queue,logistics_blocker,earliest_start_date,tool_trace,model_version,config_version,data_as_of,data_lag_days,run_confidence,confidence_reason,tested_days_90d,allocation_basis_id,_ingested_at,_source_system,_source_file,_batch_id
2026-09-23,GK-011,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-011"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-011"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-011,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-012,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-012"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-012"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,6,GGS-BASIS-2026Q3-GK-012,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-013,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-013"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-013"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-10,13,LOW_CONFIDENCE,Data lag > 3 days,4,GGS-BASIS-2026Q3-GK-013,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-014,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-014"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-014"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-014,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-015,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-015"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-015"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-015,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-016,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-016"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-016"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,4,GGS-BASIS-2026Q3-GK-016,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-017,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-017"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-017"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-017,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-018,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-018"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-018"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-018,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-019,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-019"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-019"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-019,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-020,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-020"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-020"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-020,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-021,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-021"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-021"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-021,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-022,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-022"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-022"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-022,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-023,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-023"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-023"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,4,GGS-BASIS-2026Q3-GK-023,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-024,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-024"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-024"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-024,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-025,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-025"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-025"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,4,GGS-BASIS-2026Q3-GK-025,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-026,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-026"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-026"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-026,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-027,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-027"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-027"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-027,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-028,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-028"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-028"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-08-31,23,LOW_CONFIDENCE,Data lag > 3 days,3,GGS-BASIS-2026Q3-GK-028,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-029,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-029"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-029"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-029,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-030,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-030"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-030"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-11,12,LOW_CONFIDENCE,Data lag > 3 days,4,GGS-BASIS-2026Q3-GK-030,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-031,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-031"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-031"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,0,GGS-BASIS-2026Q3-GK-031,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-032,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-032"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-032"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-032,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-033,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-033"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-033"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,3,GGS-BASIS-2026Q3-GK-033,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-034,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-034"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-034"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-034,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-035,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-035"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-035"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-08-29,25,LOW_CONFIDENCE,Data lag > 3 days,4,GGS-BASIS-2026Q3-GK-035,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-036,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-036"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-036"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-036,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
2026-09-23,GK-037,,0,-2.5,False,95.0,185.0,,False,,HIGH,NORMAL,0.02,4.5,WELL_SPECIFIC,[],155.0,95.0,225.0,0.006,,False,0.0,0.68,25,0.0,0.0,0.0,,,NONE,,,"[{""tool"": ""TC-001:fit_decline_curve"", ""well_id"": ""GK-037"", ""status"": ""OK""}, {""tool"": ""TC-007:trigger_scan"", ""well_id"": ""GK-037"", ""status"": ""OK""}]",coxph-v1.0-geleki,1.0.0-geleki,2026-09-23,0,NORMAL,,5,GGS-BASIS-2026Q3-GK-037,2026-09-23T16:00:00Z,GENERATOR,gs://well-workover-intervention-data/landing/generator/2026/09/23/well_run.parquet,BATCH-GELEKI-20260923-V1
